index	#1 Label	#2 Count	#3 String
3942	1,1	2	The doctor that released a letter describing Donald Trump's "extraordinary" health now tells CNN that Trump "dictated that whole letter. I didn't write that letter." [URL] ||||| Trump lies again - A person who lies this much will say absolutely anything to get his way.  #NeverTrustTrump [URL]
3943	1,1	2	Your chuckle of the day-  [URL] ||||| Always the same with false flags...why does it seem so obvious that Iran would attack greatest military force just to see them fight attack back! Which they didn't of course! Proof of the false flag...You are right, chuckle of the day 😎 [URL]
3944	1,3	2	Did the Obama White House lie to the American people about Iran’s nuclear ambitions?  via @JordanSchachtel  [URL] ||||| @CR @JordanSchachtel Obama &amp; Team lied. Acknowledging they knew Iran was lying about nuclear ambitions, they admit to TREASON, for without any treaty verification Obama quickly reduced sanctions and sent Billions of dollars to Iran, aiding and abetting enemy  @realDonaldTrump @BreitbartNews
3945	1,1	2	NEW:  Donald Trump says in 7 years, the Iran nuclear deal is done and Iran is free to make a bomb. The deal lasts for 12, and some parts last indefinitely. [URL] [URL] ||||| @realDonaldTrump is a pathological liar. #LiarInChief [URL]
3948	1,1	2	Iran's Message: There is Only One Way Forward, and It's U.S. Compliance; Not Appeasement. #IranDeal   [URL] ||||| No #appeasement of an ignorant lying bully sounds great...   #JCPOA [URL]
3950	1,1	2	John Kerry seems to be certifiably insane after this comment. Netanyahu exposes Iran for starting a nuclear weapons program and after that Kerry says the deal is working? Via @politixlive [URL] ||||| Fake war hero John Kerry! [URL]
3951	1,0	2	It’s Iran Accountability Week on Parliament Hill. Here’s the statement I made today in the Senate holding the Trudeau government to account on its Iran Record. So sad that Iranian human rights bill #S219 was delayed yet again today. #cdnpoli #SenCA  [URL] ||||| Canadian Senator @LindaFrum seems blissfully unaware that @IAEAorg isn't buying @Netanyahu's latest lies about #Iran: [URL] [URL]
3952	1,1	2	6 Steps of Trump 1 Totally false, didn't happen.  2 OK but we weren’t aware of it.  3 So we did know. Thought it was a joke.  4 OK, we did do it, but it isn't illegal.  5 Sure, it's a crime. But I’m busy with China, Korea, Iran. Time to move on.  6 Can you get me a plea bargain? ||||| POTUS watches hours of television and plays golf. There is no planning, reading, research, etc., Trump opens his mouth and the lies keep rolling. [URL]
3953	1,0	2	Valerie Jarrett: Credit Obama for Jobs Report... [URL] ||||| She's wrong and more worried about Iran and Muslim Brotherhood and pulling mouse ears strings [URL]
3954	1,1	2	john Fraud kerry is in violation of the Logan Act. However, it is not surprising this delusional sub logical leftistdem idiot keeps trying to save this terrible deal. Like all leftistdems he wants to destroy America! Oh bye the bye, this was not a treaty. [URL] ||||| He know when the deal falls apart...his lies will be revealed. [URL]
3955	1,0	2	We have an unprecedented opportunity to change the course of history on the Korean Peninsula, but the outcome is unknown. However, one thing is certain: the Trump administration will not repeat the mistakes of the past. Our eyes are wide open and a bad deal is not an option. ||||| @SecPompeo Right! Our lying president whom we really can trust...(that's a really BIG lye lie) seems to be making things worse. ( Have you heard how he has pissed off Iran, and this was before he was president and is going to come back and haunt all of us just cause he hates Obama) Wake up!
3956	1,1	2	#TBT Iranian diplomat (now foreign minister) Javad Zarif in an @NYTOpinion piece in 2006: "There is no evidence of an Iranian nuclear weapons program." Actually, there was lots of evidence. The Israelis this week laid it out for the world to see. #IranLies [URL] ||||| @Jeff_Jacoby @DanWantsFreedom @nytopinion Iran has a long tradition of lying and not following the terms of agreements. Kerry should have known he could not trust them.
3957	1,1	2	Attn. Special Counsel Mueller:  Good news. I think we've found some...COLLUSION!!!  "John Kerry Working To Undermine Trump on Iran Deal" [URL] ||||| @larryelder What does America expect?!?! Iran’s FM is Kerry’s daughter’s father-in-law!!! But hey, there is no collusion!!! Ya think?!?!
3958	1,0	2	ON WHAT AUTHORITY DOES JOHN KERRY HAVE TO NEGOTIATE ON UR BEHALF?  John Kerry Engaging in 'Shadow Diplomacy' with Iran to Save Nuclear Deal Trying to apply pressure on the Trump administration from the outside. May 12 deadline to decide [URL] via @BreitbartNews ||||| Applying pressure on Trump is exactly the wrong move, but #LurchKerry is too stupid to know that. [URL]
3959	1,1	2	&lt;THREAD&gt; According to this story, in May of last year, Team Trump asked an Israeli intel firm to dig up dirt on me as part of an effort to discredit the Iran deal.   Tonight, as my wife read this story, that date triggered a very creepy memory. [URL] 1/10 ||||| @ColinKahl . shame on washingtondc, Shame on Donald Trump. ther is no lie he can tell to cover this ..... always out to get muslims, immigrant, anyone who is different, anything Barak @BarackObama did. its sick!!! [URL]
3960	1,1	2	John Kerry is secretly meeting with top Iranian officials to save the Iran deal. John Kerry supports our enemies even after they lied and built their nuclear program... Logan Act?  When will John Kerry be raided??? ||||| @RealJack John Kerry's meeting with Iran leader is wrong and he should be prosecuted for collusion and the Logan Act.  Retrieving their conversation may prove futile but appearance says, Kerry is undermining our President!
3961	1,1	2	John Kerry should have his passport revoked for trying to undercut the Trump administration's dealings with Iran  He is subverting US officials, the Presidency, and America's best interests ||||| @charliekirk11 is right. Maybe the @TheJusticeDept should look into this real crime instead of fabricated crimes. There’s only one administration. @POTUS @dbongino #PJNET #MAGA #LoganAct @RealJamesWoods [URL]
3962	1,1	2	I don't like John Kerry and I do think we should withdraw from the horrible Iran deal, but there's nothing that says Kerry can't be out there lobbying for the deal.  It's a free country. No different than Trump people talking to foreign leaders before Trump was sworn in. ||||| True, but Kerry representing himself as a CURRENT US government official when he clearly is not is wrong, fraudulent, and possibly criminal. It’s certainly intended to disrupt the current administration. [URL]
3963	1,1	2	Still can’t understand why the left complains about the 15 Billion it will cost to build the wall but never said a word when Obama gave $150 Billion to Iran. ||||| This is exactly what’s wrong with the Democrats. Obama gave our ENEMY $150 Billion? The Wall is needed to protect our Nation! [URL]
3964	1,3	2	A senior European diplomat, on Trump and the Iran deal: "Unless something changes.... I believe the President will not waive the sanctions." In other words the US drops its end of the deal. "And that will have various consequences that I think we have yet fully to understand." ||||| @NPRinskeep Let's talk about consequences. What are the consequences to Iran for lying before, during &amp; after the deal was signed? I guess we're finding out the consequences of going around the Congress &amp; then secretly, giving Iran $1.4 billion up front.
3965	1,1	2	Trump administration insiders, lawmakers slam Kerry as tool of Iran [URL] ||||| Mr. Kerry should realize that he has no means of being a fool for Iran any longer and it is totally wrong for him to even think he has the right to enter into any sort of area of authority.  Maybe at being fooled over and over and over and over. [URL]
3966	1,0	2	I will be speaking to my friend, President Xi of China, this morning at 8:30. The primary topics will be Trade, where good things will happen, and North Korea, where relationships and trust are building. ||||| @realDonaldTrump You CAN'T build TRUST if no one TRUST you at your WORD. And a relationships built on LIES has no foundation.  The WORLD will know YOU'RE a TRUCEBREAKER &amp; NO ONE TRUST LIARS.  This BIBLE WARNS nails #Trump too a tee  It's  SCARY!  He'll walk away from the #IranDeal like BIBLE says [URL]
3967	1,3	2	SHOCKER: Trump Tells Macron the U.S. Will Withdraw From Iran Nuclear Deal [URL] ||||| Misguided and will be the person in the WH will be judged as being on the WRONG side of history. [URL]
3968	1,1	2	Ok, I have multiple tweets on Iran/Trump pulling the US out of the deal, so going to put it all in one thread, so I'm not randomly RTing myself, etc.   1. Trump will be making the decision in less than an hour - 2:00 PM eastern. 2. All signs are pointing at him pulling out. ||||| @SenatorFischer @SenSasse @RepAdrianSmith @JeffFortenberry @RepDonBacon it was lies !!! [URL]
3969	1,1	2	This is your brain on Trumpism. It takes special powers to be this unflappably ignorant. Support #TeacherAppreciationDay so you don’t end up this way.  #earthquake #TuesdayThoughts Iran [URL] ||||| I’ve argued with this way of thinking but it is so based in fantasy &amp; lies nothing can get through to them.This is what Russian propaganda has fueled and the alt-right has stoked. They are immolating themselves b/c, in the end, they will not get what they want- a white amerika. [URL]
3970	1,0	2	In withdrawing from deal, President Trump will say shortly: “We have definitive proof that this Iranian promise was a lie," a White House official says. He will deliver a strong argument about Iran building its nuclear program, a point at odds with allies and many officials. ||||| AKA "Yellow Cake Uranium 2.0." This is another false prelude to war. This is why Bush officials should have gone to prison. Unbelievable people can fall for this shit again. [URL]
3972	1,1	2	When Trump says Iran is in breach of JCPOA, just a reminder that under the Iran Nuclear Agreement Review Act, the US IC is required to provide Congress with details on any potentially significant Iranian breach or compliance concern within 10 calendar days of receiving that info ||||| @pwnallthethings US,Israel’s Puppet &amp;Mouthpeice. USA now known 4 breaching agreements. There is no evidence that Iran had violated deal. Must say a good day for Trump. NY Atty resigns next Mueller is fired. Repubs have no backbone or appetite 4 making Trump answer for his Russian debt &amp; collusion
3973	1,0	2	.@realDonaldTrump again calls Iran deal disastrous says a constructive deal could have been struck at the time but it wasn't - says at the heart of the deal was a giant fiction that "murderous regime wanted peaceful program' cites Israel's documents as proof of the lie ||||| Yeah, let's parrot the lying moron. That's called reporting? [URL]
3974	1,3	2	I was the Iran Director at NSC under Bush and Obama.  Did a lot of contingency planning. I sure as hell hope that the Trump NSC has a USG-wide plan in place to deal with potential Iranian dialing up the heat in the region.  Huge risk to our allies and forces. ||||| @kellymagsamen It shouldn't be if Iran is peaceful!!! Then there is no problem....   What!? Wait? The Iran gov isn't peaceful?
3975	1,3	2	45 and Iran..lets review..Syria has oil and gas..Iran has oil and gas..Saudi's want their oil and gas..Putin wants their oil and gas..Give Iran an excuse to be stupid..BOOM the war is on..Putie fills pockets..Saudi's fill pockets..its not about Nukes..its' about oil ||||| Pompei just recently said that Iran was holding up their end of the bargain. He went on that there is no evidence at all of Iran making any weapons. [URL]
3976	1,0	2	Iran is a terrorist state whose desire to destroy Israel and undermine the security of the U.S. is well known.  Quite simply, Iran cannot be trusted. I applaud President Trump for withdrawing from the nuclear deal and putting the safety of Tennesseans and Americans first. [URL] ||||| @MarshaBlackburn Iran was complying with terms. USA obviously is the one not living up to agreements. You are as bad as our Liar in Chief.
3977	1,3	2	A lot of hot takes on the demise of the Iran deal coming from Washington. Here's what is going on in Iran. Dispatch from Tehran: [URL] ||||| Who do we believe. In any agreement if one party lies, then that agreement is void, but this one the doors have been left open to further negotiations. [URL]
3978	1,0	2	BREAKING: President Trump has withdrawn the U.S. from the Iran nuclear agreement, saying it doesn't do enough to constrain Iran's "destabilizing activities" or nuclear ambitions. [URL] ||||| @ajplus He lies! He even blamed Iran for Saudis backed terrorist, Taliban and Alqaida! Such a #liar #untr_US_TABLE
3979	1,3	2	.@JudicialWatch sued for docs on Obama's corrupt cash Iran Deal.  Treasury is blacking out all the docs wants 2 more years to turn everything over. @RealDonaldTrump should call @stevenmnuchin1! [URL] ||||| 2 more yrs they praying another corrupted lying crooked #Democrat wins .... [URL]
3980	1,1	2	CNN’s Amanpour: “I would describe pulling out of this deal [nuke deal] as possibly the greatest deliberate act of self-harm and self-sabotage in geo-strategic politics in the modern era.” @camanpour ||||| What could possibly go wrong other than promoting nuclear proliferation and the increased danger of nuclear winter. Good thing that region is not volatile. [URL]
3981	1,1	2	Fixed.  cc: @AP [URL] ||||| @RealSaavedra @AP another liberal term to gin up an a agreement : There is no treaty! So there's nothing "landmark" about it ... its just another "matter" #IranDeal
3982	1,1	2	Flip-Flopping Alzheimer Scumbag @Chuckschumer voted AGAINST the Iran Nuclear Deal back in 2015 stating at the time that it was "A Horrible Deal". Today he came out MAGICALLY supporting it! Time to retire Chuck, and take that traitor @SenJohnMcCain with u!  [URL] ||||| @SenSchumer you are a partisan hack. Hypocrit &amp; liar or just should I say a @DNC member. You abandoned Israel. [URL]
3983	1,3	2	Trump, Netanyahu, and Pompeo are lying about #Iran. And they know it. So will Congress actually stand up and take away Trump's unlimited unconstitutional war powers? Nope. [URL] ||||| @LeeCamp I am an ardent supporter of Israel, but @netanyahu is 100% wrong on the #IranNuclearDeal . He is actually jeopardizing the security of Israel.
3984	1,1	2	BREAKING:   Iran President Hassan Rouhani has stated that his country will remain in the nuclear deal, and uphold the deal with those countries who signed it.  In other words, Iran is showing more integrity than President Trump. How far have we fallen? ||||| @EdKrassen Pompeo said when he was the CIA Director that IRAN Did NOT violate the Iran Deal &amp; there is no evidence from US intelligence to support otherwise!
3985	1,0	2	Analysis: When it comes to Iran, President Trump is engaged in a grand, highly risky experiment [URL] ||||| @nytimes Keep on lying to people and trying to convince them that Iran wouldn’t use nuclear weapons on Israel. As soon as they signed the deal, they immediately called for the death of Israel.
3986	1,1	2	President Donald Trump's announcement that the US will withdraw from the Iran nuclear deal has sparked outrage from Democrats.  Dick Durbin, the No. 2 Democrat in the Senate, called the withdrawal a "mistake of historic proportions." [URL] [URL] ||||| No surprise here.  The Dems cry foul on everything. You were wrong about NOKO and you’re wrong about this one..I’m predicting future decisions as well. [URL]
3987	1,3	2	.@antonioguterres deeply concerned by announcement of US withdrawal from JCPOA, calls on other JCPOA participants to abide by commitments and on all other Member States to support agreement. [URL] [URL] ||||| @UN_DPA @Azodiac83 @antonioguterres There is no deal left anymore. Iran must go ahead with its nuclear program full force.
3988	1,3	2	Azadi Square,Tehran - #Iran As Trump pulls out of Iran deal, the Iranian regime's forces fiercely fired the US flag!!! #IranNuclearDeal [URL] ||||| F them. Anyone we elected should have done the same. There is no deal with demons who murder their own. [URL]
3990	1,0	2	Trump’s Iran deal announcement says 'America is not a reliable partner,' and leaves ‘America alone,’ Sen. Tim Kaine says | PBS NewsHour - [URL] #WednesdayWisdom ||||| @johnlundin This sounds like the same jelly-legged liberal bullshit that they were drooling out when President Trump was putting the pressure on North Korea.  The left empowered Iran and NK by cowering and bowing to them. As Alan Dershowitz said, Obama was the worst For Affairs POTUS ever.
3991	1,1	2	I'm laughing at #Iran for actually ever believing the US lol ||||| NO 1 CAN BELIEVE A NATION BUILT ON LIES AND STILL LIEING [URL]
3992	1,0	2	Trump: "At the heart of the Iran deal was a giant fiction: That a murderous regime desired only a peaceful nuclear energy program. Today, we have definitive proof that this Iranian promise was a lie.” #IranDeal ||||| Lies he says LIES! He wouldn't know what the truth was if he tripped over it and his damned ties. Shows how little he really understands this deal and what the word TRUTH means. Just becauz U say it's true doesn't make it TRUE A-HOLE!!!! [URL]
3993	1,1	2	Obama owes the world an apology for the #IranDeal #IranianNuclearDeal   How quick y’all forget they loaded planes of cash and lied to Americans about deal  Obama tried to say it was fine to lie because we were too stupid to understand!  #DrainTheDeepState  #IranDealTrumpPullsOut [URL] ||||| O'bama THE Antichrist is a lying liberal lout. Praying against him! [URL]
3994	1,3	2	Earlier today I asked CIA director nominee Gina Haspel if she believed enhanced interrogation tactics like waterboarding were immoral. It was a yes or no question. She refused to answer. ||||| @KamalaHarris Leave such things to the warriors. And learn to use A MIRROR. There is No Evil Too Vile for @TheDemocrats to befriend. You #Democrats wanted #NorthKorea and #Iran to have nukes. That is morally depraved.  @CNN @nytimes @latimes @washingtonpost @WashTimes @dcexaminer @OANN @POTUS
3995	1,0	2	Bibi gets massive Trump bump [URL] ||||| This is wrong for Israel. But in the near future, when the US is under majority rule again, who will come to their aid when they need help? Russia? Where Bibi wore their nationalist colors? A great plurality of US armed forces is minority; they see u &amp; will not fight for Israel. [URL]
3996	1,1	2	Trump's Reasons For Leaving The Iran Deal Omit Some Key Details [URL] via @Yahoo ||||| @onegoal777 @Yahoo But includes plenty of lies. [URL]
3997	1,0	2	"We didn’t have a scandal that embarrassed us” - Barack Obama [URL] ||||| Liberals lie! They lie to themselves 1st and most often. It’s exactly why it’s so easy to lie to us! They practice so often!! [URL]
3999	1,0	2	The Iranians are shouting “death to America” &amp; burning our nation’s flag on their television stations.  As if we needed further proof that President Trump leaving the nuclear deal was the right thing to do. ||||| @Education4Libs @Veteran4Trump It was a "Fake Obama Deal". . .nothing was voted on through congress, and Iran never signed any agreement. American people got scammed bigley by Obama crew. Who decided OUR hard earned tax $$$, needed to be loaded on a plane and handed over to fellow anti-Americans. . .the O CREW
4000	1,3	2	US Revokes Licenses to Boeing, Airbus to Sell Passenger Planes to Iran. Measure will cost Boeing an estimated $20 billion [URL] #Iran #IranDeal Iran will switch to buying Russian or Chinese airliners. [URL] ||||| That’s @realDonaldTrump’s fake version of #MAGA - bury the nation in debt, sink more into the Military/Industrial Complex, send arms and bombers and fighters to Saudi for use on civilians, but passenger aircraft to Iran? Not #IsraelFirst so no deal. [URL]
4001	1,3	2	Note: While Israel begins large-scale public operation against Iran in Syria tonight, next door in Lebanon lies 150,000+ missiles belonging to Hezbollah, waiting to be fired with a simple order from Iran. ||||| Yes and Thank #God Shame on you #Israel &amp; Your Lies and hundreds of un-answered attacks on #Syria. Not tonight Friends Not tonight [URL]
4002	1,3	2	NEW: John Bolton is leading a push to eliminate the top White House cybersecurity job — a move that comes just as the U.S. faces growing digital threats from adversaries like Russia and Iran.  [URL] ||||| Proof that The Americans was fiction. This is how the story really ends. [URL]
4003	1,3	2	Trump’s decision to withdraw from the Iran nuclear deal is controversial — Republicans largely approve, and Democrats, for the most part, are critical.  But when you ask experts on international relations, the decision isn’t very controversial at all: [URL] ||||| @voxdotcom Fake News: "USA pulls out from the Deal" The Truth: "POTUS refuses to meet the terms of the Treaty" [URL]
4004	1,2	2	BREAKING: Iran just fired 20 rockets toward Golan Heights in Israel; Israel says they are responding ||||| @funder correct me if I'm wrong but didn't Israel start this at the very moment (literally) Trump announced he would leave Iran deal? I think both Trump's choice and Netanyahu's action is foolhardy, actions of two leaders facing jail for past abuses.
4005	1,3	2	It's the day after, Mr. President. What's your strategy on Iran? The Middle East? Nuclear proliferation? Our relations with our allies? Our adversaries? There was a time when Washington talked, the world listened. Any longer? ||||| @realDonaldTrump  America has some questions for you. WE NEED ANSWERS!! NOT LIES!! [URL]
4006	1,0	2	Colbert Goes Off on Trump Over Iran Nuclear Deal: 'You Literally Just Backed Out of an American Promise' (Video) [URL] [URL] ||||| @TheWrap Iran was lying.
4008	1,0	2	Iran is actively conducting its military activities beyond its borders, which not only is a threat to Israel, but to the Middle East as a whole  Read more about it here: [URL] [URL] ||||| There is no nice way to say this but are you people know what you are doing? 😀 Aggression has a down side ... [URL]
4010	1,0	2	My followers know that I supported Trump and helped to defeat that mass surveilling deep state witch.  But I won’t be quiet when Trump breaks his election promises like every other politician. He hasn’t drained the swamp one bit, he’s meddling in foreign countries and he’s lying. ||||| Kim said @realDonaldTrump is lying and meddling in Syria and Iran. Not good? Wasn't real estate tycoon a conman since beginning [URL]
4011	1,0	2	Who is Qasem Soleimani, the military maestro of Iran's force that attacked Israel [URL] ||||| @haaretzcom Only israel saying he did it-or it happended at all and was Iran. Oh and Trump. Lies!   Israel warmongering for an Iran war, paid with the blood of US servicemen. Not themselves..
4012	1,1	2	BREAKING Turkey's Erdogan and Russia's Putin say U.S. wrong to quit Iran deal [URL] [URL] ||||| @Jerusalem_Post if Erdogan and Putin say, that it was wrong to quit the Iran deal, I'm nearly sure that the quit was right... 🤔
4013	1,1	2	"Trump’s statements that Iran was not holding up its end of the bargain and had a path to the bomb were simply false."  @DEsfandiary in our excellent collection of commentary with her contribution: Crisis creation at its finest Read it now: [URL] [URL] ||||| Trump...simply false. [URL]
4014	1,1	2	Every day several kind souls contact me to tell me I can't understand Syria without knowing about Genie Energy. Actually I was the first radical to spot and publicise it, in February 2013, when I analysed its illegality in international law. [URL] ||||| THE 1% ARE IN COHORTS TO LIE,CHEAP ,AND STEAL FROM THE 99% WHY DO YOU THINK  ASS HOLE TRUMP NIXED THE IRAN DEAL! [URL]
4015	1,2	2	The @NRA doesn’t care about your second amendment rights. They want to sell you weapons. Their new president sold weapons to terrorists. They boasted about how their donations have gone up after a school shooting. One of their board members said all democrats should be shot. ||||| @cameron_kasky @NRA WTF is wrong with your country?                              ❤️🇨🇦
4016	1,1	2	School district shuts down information after Stoneman Douglas shooting - [URL] @RobertwRuncie needs to resign! ||||| @KyleKashuv @RobertwRuncie Not just shutdown information but "...put out untrue and misleading statements..."  that is #propaganda. #Broward #NRA #StonemanDouglas #MAGA
4017	1,1	2	No, no, no. This is a very wrong &amp; traumatizing approach. We need a broad spectrum of tough gun laws to prevent the next #Parkland, not this @MomsDemand @shannonrwatts @GinaRaimondo [URL] ||||| Our children shouldn't have to go through the same training as our military. This is wrong. #gunsense #GunReformNow… [URL]
4018	1,1	2	NowThis factchecked Trump's speech about the Iran deal… and found a false claim every 83 seconds! Buckle up… [URL] #Trump #IranDeal ||||| Good try by Trump but nobody beats Bibi when it comes to lying us to war. He lies every time he moves his mouth. Though left and liberal press or politicians seem far less eager to jump on those. #utterscum #neocon #pnac [URL]
4019	1,0	2	I supported the Iraq War. A mentor died in it. My sister-in-law left her toddler to serve in it. I wrote 2 books grappling w/ how I got it so wrong. I never thought people like Bolton + Netanyahu could pull off a campaign of lies like that again. They have [URL] [URL] ||||| Surely there are some of us left who remember the Iraq War debacle built on a pile of lies. [URL]
4020	1,0	2	“When [US President] Donald Trump says something, he means it,” Senator Lindsey Graham (R-SC) told reporters at the King David Hotel in Jerusalem.    [URL] ||||| @LindseyGrahamSC Yeah, we get that.  Even if he's wrong (like Iran deal or TPP or Paris Accord), he's going to do it anyway.  This president's legacy will be damage to our global standing.  But just keep supporting him.  😏
4021	1,1	2	#SCOTUS rejects appeal from California men who said the Constitution protects the right to sell firearms. They tried to open a store south of Oakland. ||||| @GregStohr @Eykis Ah, so there IS a limit to the sale of firearms despite the lie told by the NRA.
4022	1,1	2	Obama LIED about SPYING Obama LIED about BENGHAZI Obama LIED about OBAMACARE Obama LIED about ISIS(JV TEAM) Obama LIED about IRS TARGETING Obama LIED about THE IRAN DEAL Obama LIED about FAST N FURIOUS Obama LIED about HILLARYS SERVER Obama did NOT lie about TRANSFORMING AMERICA ||||| Obama is a Lie, total Fraud made up by Soros and the Deep State [URL]
4023	1,0	2	.@PatDavisNM to @TuckerCarlson about anti-@NRA lobbyist ad:   “Being polite has not made our schools any safer. It hasn’t protected police officers, like I used to be. If a curse word on TV offends you more than pictures of dead children, then your priorities are all wrong.” [URL] ||||| @shannonrwatts @PatDavisNM @TuckerCarlson @NRA Having a nasty mouth spewing lies doesn't either. If 150 rounds went through an AR15 in 15 seconds it would be a pile of goo. It would be so hot the barrel would melt and drop toward the floor like in a cartoon. If you believe that, Lordy!  If you get elected, God help us all! [URL]
4024	1,1	2	Remember @PatDavisNM? Well, he is proud to have started a "new conversation" 🙄 about guns and appeared on @TuckerCarlson. Just like the anti-gun politicians and #msm, Davis failed to provide facts and made a fool out of himself. Watch the rest here ➡️ [URL] [URL] ||||| @NRA @PatDavisNM @TuckerCarlson I was in law enforcement for 37 years. This lying piece of trash is an embarrassment to LEOs everywhere!
4025	1,0	2	Kerry has been engaging in shadow diplomacy to try to preserve the Iran deal. According to a new report, a high-ranking Justice Department official said A.G. Jeff Sessions and FBI Director Christopher Wray have no interest in pursuing the recent actions of Kerry. INDITE HIM JEFF. [URL] ||||| Just wrong Double standard [URL]
4026	1,0	2	Nikki Haley literally just cited the Bible in order to justify Israel killing Palestinian children. Using this logi… [URL] ||||| @EdKrassen Attacking people because they move their embassy is always wrong.  There's no justification for assaulting innocent people over a building.  #EdKrassen
4028	1,0	2	President Trump on the Texas high school shooting: “We grieve for the terrible loss of life and send our support and love to everyone affected by this absolutely horrific attack,” adding that today is “a very sad day” [URL] [URL] ||||| @CNN @invshammond Whatever. Support and love? I call BS. Every time they send prayers, the answer comes up gun control. And every time they refuse to listen. Every time.
4029	1,0	2	I’m devastated to hear of the tragic shooting in Texas near our @NASA_Johnson facility. My family and I are praying for the students, teachers and the entire Santa Fe community. ||||| @JimBridenstine @NASA @NASA_Johnson You accepted NRA donations for your election campaigns, museum-running guy.  [URL]
4031	1,1	2	With an AR-15. In the same state where the NRA held its annual convention literally two weeks ago. [URL] ||||| AR-15- there is no reason for &amp; no excuse to own this modified weapon of war. Now more parents will be burying their children, &amp; more children will be traumatized by this horrific shooting. #HowManyMore [URL]
4032	1,1	2	Aides say Trump will host an “immigration roundtable” in New York on Wednesday. ||||| @stevenportnoy @nchaseteeples Will it be a virtual replay of the BS gun control roundtable?
4034	1,1	2	Donald Trump does not care about school shootings.   Donald Trump does nothing to stop school shootings.   Don’t talk to me about the ‘stop school violence act,’ because that does nothing to stop school shootings.   Donald Trump does not care about you or your kids getting shot. ||||| @cameron_kasky Vote gun safety regulation now, owners must be responsible. NRAtv propaganda lies, Oliver North great choice for NRA president, an American traitor, gun seller to terrorist in Central America.
4035	1,1	2	Trump claims he will do everything he can to protect students, except obviously make it more difficult for people who shouldn't have them to get guns. Trump's empty words mean nothing because we all know that he will never act. [URL] ||||| @politicususa @kindcutesteve He’s a liar &amp; a faker. The NRA invested $30 Million to get him elected, he owes them bigly. Disgraceful.
4036	1,0	2	Absolutely tragic reports coming out of Santa Fe. It is horrific that this happens again and again. More families affected by yet another senseless shooting. While we are just learning the details of what happened, I am thankful for the first responders on the scene. ||||| @SenToomey WHAT?!!! No "thoughts&amp;prayers" standard BS from you? Will you be able to keep your GOP NRA good standing? Of course you will because you still offer NOTHING to fix these massacres! The GOP &amp; you- in the pocket of NRA &amp;big biz FOREVER! YOU ARE USELESS to your VOTERS but don't GAS
4038	1,1	2	This brings the number of falsehoods from CNN to ∞. [URL] ||||| @StefanMolyneux The media is getting worse. Just misleading their audience so much so they can get them to rage on NRA and Potus just for clicks and views. They are so disgusting and I refuse to take what they ever say as truth. Also another reason why I watch your vids at least you give facts
4039	1,0	2	My thoughts and prayers are with the people of Santa Fe, Texas. So very thankful for the work of amazing first responders. ||||| @SenatorTimScott Keep your thoughts and prayers bs to youself and actually do something about it. Let me guess, you’ve also been bought by the NRA.
4040	1,0	2	NEW: NY Gov. Andrew Cuomo writes open letter to Pres. Trump, elected officials following Texas school shooting:  "You were elected to lead - do something. Your first responsibility is to the people of this country, not the NRA - do something." [URL] [URL] ||||| @ABCPolitics Cuomo is a lying fraud! He knows oerfectly well the NRA has nothing to do with this...he has no shame or character..total scumball!!! He comes out of the back end of the rhino!!! [URL]
4042	1,1	2	You know you’re raising truth seekers when as news is breaking of a school shooting you get this text from your high schooler...   #SantaFeStrong #GunControlNow #RedPill #QAnon #DeepStateInPanic #DestroyTheDeepState [URL] ||||| FAKE #WeAreTheStorme #qanondeltaforce @USMAR969 @LION_US @S_A_PATRIOT #WWG1WGA #TheGreatAwakening #Patriotsfight #ReleaseTheTexts #MAGA #ChildTrafficking #PizzaGateIsReal #pedovore #NoCoincindences #ThesePeopleArSick #Traitors #MindControl #Nfldraft #WorldReset #IBOR [URL]
4044	1,1	2	Santa Fe is the deadliest school shooting in Texas since the UT tower shooting in 1966: [URL] [URL] ||||| this is fucking bullshit dude. Kids should not have to go through this [URL]
4045	1,3	2	10 people were killed in a shooting this morning at a high school south (Santa Fe) of Houston, TX.  Dimitrios Pagourtzis, 17 was the shooter.  minutes after the shooting a trump supporter made this fake FB page with him wearing a Hillary hat.  Pathetic.  #santafehighschool [URL] ||||| @Twitter please take this fake page down now. Someone made this page to make Hillary Clinton look bad and the cult members are going to believe it. [URL]
4046	1,1	2	Jewel of the day: Another school shooting! This generation of children has been "coddled, enabled, sheltered &amp; has never experienced "spare the rod &amp; spoil the child" for so long, that they have no sense of right or wrong anymore. ||||| Right IS wrong, and wrong IS right!. Their fragile little egos will be wounded if they r not ALL given a trophy!  GELLO!! [URL]
4047	1,1	2	I'm a gun owner, a military veteran, and a proud Texan, and there's a reason I'm supporting @BetoORourke over Ted Cruz in the fall. One supports common sense gun reform to protect our children while the other clearly has been paid enough by the @NRA to not give a damn.  #SantaFe ||||| Thank you for having common sense enough to know when something is terribly wrong! #AbolishTheNRA [URL]
4049	1,0	2	This Santa Fe High School baseball player is perfectly fine after being shot in the head [URL] [URL] ||||| Unless it erased his memory of the school shooting imma go ahead and call bullshit. [URL]
